épais dans le plus mince,é**********************e
bloke,b***e
crotté,c****é
crotter,c*****r
fif,f*f
gnochon,g*****n
lâcheux,l*****x
mangeux de marde,m**************e
mongol,m****l
moron,m***n
moumoune,m******e
naiseuse,n******e
newfie,n****e
niaiseux,n******x
niochon,n*****n
pissou,p****u
plein de marde,p************e
pogne-cul,p*******l
quétaine,q******e
téteux,t****x
tabernak,t******k
taouin,t****n
ti cul,t****l
toton,t***n
trou de cul,t*********l
trou du cul,t*********l
twit,t**t
zouf,z**f
